year,month,day,OFFICE,IMPORTER.TIN,TARIFF.CODE,ORIGIN.CODE,CIF_USD_EQUIVALENT,QUANTITY,GROSS.WEIGHT,TOTAL.TAXES.USD,RAISED_TAX_AMOUNT_USD,illicit
2014,2,24,OFFICE100,IMPO14730,8501310001,CNTRY652,2185,22786,1143,5,0,0
2014,2,24,OFFICE141,IMPO15819,7117190020,CNTRY264,561,11,17675,6236,0,0
2014,2,24,OFFICE122,IMPO19167,5407530000,CNTRY748,103,27,290,6629,0,0
2014,2,24,OFFICE127,IMPO19390,8609009090,CNTRY846,23742,6255,880,5,0,0
2014,2,24,OFFICE185,IMPO12228,8542399090,CNTRY846,51496,17,877,79,48,1
2014,2,24,OFFICE127,IMPO10267,8609009090,CNTRY846,21805,151,1,5,0,0
2014,2,24,OFFICE113,IMPO14768,8703329091,CNTRY994,14119,64,3,5,0,0
2014,2,24,OFFICE109,IMPO19818,4819100000,CNTRY846,17728,1115,934,5,0,0
2014,2,24,OFFICE298,IMPO10210,4821109000,CNTRY652,13625,3,11,5,0,0
2014,2,24,OFFICE296,IMPO15276,8708999799,CNTRY825,238,488,5804,5,0,0
2014,2,24,OFFICE127,IMPO18703,4819100000,CNTRY846,328,209,2712,5,0,0
2014,2,24,OFFICE296,IMPO18364,8421392000,CNTRY846,3890,45,1,5,0,0
2014,2,24,OFFICE162,IMPO17391,8471410000,CNTRY615,55393,1,138,5,0,0
2014,2,24,OFFICE162,IMPO18778,8538909902,CNTRY846,355,38,1,5,0,0
2014,2,24,OFFICE100,IMPO19590,3306100000,CNTRY376,1101,10954,12197,1173,0,0
2014,2,24,OFFICE214,IMPO19604,6217900009,CNTRY123,20499,126,1154,5,0,0
2014,2,24,OFFICE168,IMPO14035,8609009090,CNTRY846,27871,360,1,5,0,0
2014,2,24,OFFICE237,IMPO15868,8708299002,CNTRY680,15493,103,2312,5,0,0
2014,2,24,OFFICE162,IMPO19182,8703329091,CNTRY846,512,1732,282,5,0,0
2014,2,24,OFFICE186,IMPO17039,8481900090,CNTRY555,289,282,42,1169,0,0
2014,2,24,OFFICE109,IMPO13153,4819100000,CNTRY252,451,20,6544,5,0,0
2014,2,24,OFFICE162,IMPO10700,9030310000,CNTRY846,2444,85,3168,142,0,0
2014,2,24,OFFICE127,IMPO12207,3923299080,CNTRY846,3706,149,1,5,0,0
2014,2,24,OFFICE186,IMPO18194,8533210000,CNTRY123,39961,34,30,146,0,0
2014,2,24,OFFICE168,IMPO14890,8609009090,CNTRY123,19564,739,1,5,0,0
2014,2,24,OFFICE100,IMPO10097,2832300000,CNTRY764,13,63,315,5,0,0
2014,2,24,OFFICE134,IMPO18462,8532240000,CNTRY846,545,1,87,172,0,0
2014,2,24,OFFICE168,IMPO18809,8483908900,CNTRY994,1645,186,669,6042,0,0
2014,2,24,OFFICE127,IMPO12183,8409990009,CNTRY846,12649,1,986,5,0,0
2014,2,24,OFFICE127,IMPO13165,8409990009,CNTRY846,3687,244,677,134,0,0
2014,2,24,OFFICE122,IMPO15584,5911400000,CNTRY994,1742,13547,4,5,0,0
2014,2,24,OFFICE296,IMPO15102,8426300000,CNTRY785,416,2,28735,1758,0,0
2014,2,24,OFFICE136,IMPO17426,804100009,CNTRY652,248,3,3,16,0,0
2014,2,24,OFFICE127,IMPO16794,8609009090,CNTRY846,518,51,207,5,0,0
2014,2,24,OFFICE127,IMPO12183,5807109010,CNTRY825,22183,136,1,5,0,0
2014,2,24,OFFICE127,IMPO10423,8703229050,CNTRY846,294,1038,1,5,0,0
2014,2,24,OFFICE127,IMPO17497,9801000000,CNTRY994,22307,200,805,39,0,0
2014,2,24,OFFICE168,IMPO18716,5806200000,CNTRY680,16447,521,1,5,0,0
2014,2,24,OFFICE168,IMPO15765,4819100000,CNTRY376,31218,196,220,5,0,0
2014,2,24,OFFICE168,IMPO19022,3822000001,CNTRY825,4058,9250,34301,20,0,0
2014,2,24,OFFICE237,IMPO11454,8704219941,CNTRY994,29329,826,509,5,0,0
2014,2,24,OFFICE134,IMPO16065,8609009090,CNTRY123,20590,21733,17,543,0,0
2014,2,24,OFFICE127,IMPO14414,6217900009,CNTRY376,379,922,1,5,0,0
2014,2,24,OFFICE100,IMPO15859,8609009090,CNTRY846,446,178,11,5,0,0
2014,2,24,OFFICE127,IMPO18788,8536908599,CNTRY846,317,317,156,5,0,0
2014,2,24,OFFICE187,IMPO19253,8703229050,CNTRY846,900,146,241,5,0,0
2014,2,24,OFFICE168,IMPO16836,6006339000,CNTRY994,24,11,47581,22,0,0
2014,2,24,OFFICE237,IMPO18106,8501310001,CNTRY994,617,136,1,5,0,0
2014,2,24,OFFICE127,IMPO11025,8609009090,CNTRY994,24454,743,890,5,0,0
2014,2,24,OFFICE180,IMPO18778,8536901020,CNTRY825,374,164,3891,5,0,0
2014,2,24,OFFICE204,IMPO13754,8547200000,CNTRY846,17648,196,1,5,0,0
2014,2,24,OFFICE233,IMPO17462,4821909000,CNTRY376,414,4,509,5,0,0
2014,2,24,OFFICE187,IMPO15626,8716398090,CNTRY994,684,1,221,5,0,0
2014,2,24,OFFICE127,IMPO13165,7326909889,CNTRY846,375,201,216,5,0,0
2014,2,24,OFFICE127,IMPO15955,8205598009,CNTRY846,16140,5,1,5,0,0
2014,2,24,OFFICE186,IMPO19433,8536908591,CNTRY123,15,4578,1561,5,0,0
2014,2,24,OFFICE100,IMPO15236,8443999040,CNTRY846,202,4843,1,43,0,0
2014,2,24,OFFICE127,IMPO13975,8609009090,CNTRY994,485,35,1,5,0,0
2014,2,24,OFFICE204,IMPO15165,8609009090,CNTRY680,19870,25,1,5,0,0
2014,2,24,OFFICE214,IMPO13975,3926909799,CNTRY846,5909,28,353,5,0,0
2014,2,24,OFFICE168,IMPO10477,8536908591,CNTRY846,27050,245,1,5,0,0
2014,2,24,OFFICE237,IMPO11200,9606100010,CNTRY994,4755,1,10570,5,0,0
2014,2,24,OFFICE127,IMPO15249,8542399090,CNTRY994,72,2561,312,5,0,0
2014,2,24,OFFICE134,IMPO12908,6208910004,CNTRY830,4414,28,4763,5,0,0
2014,2,24,OFFICE127,IMPO16658,8703229050,CNTRY376,15352,26,1,5,0,0
2014,2,24,OFFICE109,IMPO12168,3303009092,CNTRY976,18057,129,1,16,0,0
2014,2,24,OFFICE109,IMPO12200,9030400000,CNTRY615,10,1649,213,138,0,0
2014,2,24,OFFICE214,IMPO15279,8703329091,CNTRY376,5257,633,822,5,0,0
2014,2,24,OFFICE185,IMPO17174,8308100000,CNTRY825,31296,1344,11,146,0,0
2014,2,24,OFFICE127,IMPO18212,4819100000,CNTRY846,21961,4,1,5,0,0
2014,2,24,OFFICE204,IMPO14647,8533210000,CNTRY379,4943,104,12,1000,0,0
2014,2,24,OFFICE122,IMPO14747,703101900,CNTRY317,71690,12,1081,108,0,0
2014,2,24,OFFICE127,IMPO12398,8205598009,CNTRY123,19370,1,1,5,0,0
2014,2,24,OFFICE279,IMPO11306,1507909009,CNTRY652,1404,93,100,156,0,0
2014,2,24,OFFICE185,IMPO14475,7412200000,CNTRY994,118,58677,1243171,208,0,0
2014,2,24,OFFICE127,IMPO12985,7326909889,CNTRY846,396,175,668,5,0,0
2014,2,24,OFFICE168,IMPO17558,3921904900,CNTRY276,176,3,1271,324,0,0
2014,2,24,OFFICE204,IMPO19253,8538909909,CNTRY376,11261,474,110,3885,0,0
2014,2,24,OFFICE140,IMPO18741,9027801709,CNTRY976,627,107,52,5,0,0
2014,2,24,OFFICE127,IMPO14670,5807109010,CNTRY994,24788,30,1,5,0,0
2014,2,24,OFFICE214,IMPO15276,8409990009,CNTRY825,7408,64,1136,5,0,0
2014,2,24,OFFICE296,IMPO16873,8536508096,CNTRY976,945,17935,1,294,0,0
2014,2,24,OFFICE168,IMPO14947,3920300000,CNTRY680,82,1,340764,6589,0,0
2014,2,24,OFFICE168,IMPO16045,2710124591,CNTRY846,476,1222,179,5,0,0
2014,2,24,OFFICE162,IMPO19159,4819100000,CNTRY846,14759,42,19,5,0,0
2014,2,24,OFFICE127,IMPO11284,8547200000,CNTRY376,33615,320,1,5,0,0
2014,2,24,OFFICE237,IMPO11284,4821909000,CNTRY994,20794,118,152,5,0,0
2014,2,24,OFFICE109,IMPO11454,2839900090,CNTRY376,9912,44554,70,44,0,0
2014,2,24,OFFICE292,IMPO18241,7006009000,CNTRY680,1764,3,24858,44,0,0
2014,2,24,OFFICE185,IMPO19135,8544429011,CNTRY994,80,3,1135,5,0,0
2014,2,24,OFFICE127,IMPO10267,8501310001,CNTRY846,18906,1270,802,5,0,0
2014,2,24,OFFICE168,IMPO18516,8708709991,CNTRY976,4912,1,91,5,0,0
2014,2,24,OFFICE187,IMPO18898,3926909229,CNTRY825,5915,250,361,5,0,0
2014,2,24,OFFICE168,IMPO13495,8452900009,CNTRY825,24493,1,391,5,0,0
2014,2,24,OFFICE127,IMPO11025,6309000002,CNTRY846,21367,35,202,5,0,0
2014,2,24,OFFICE237,IMPO17483,8716398090,CNTRY994,35239,3,169,189,0,0
2014,2,24,OFFICE113,IMPO18194,8538909902,CNTRY994,7378,927,16,5,0,0
2014,2,24,OFFICE162,IMPO19250,5807109010,CNTRY846,2231,1,1,5,0,0
2014,2,24,OFFICE127,IMPO19182,8421392000,CNTRY846,5543,2885,15,5,0,0
2014,2,24,OFFICE162,IMPO10228,3923299080,CNTRY825,10187,570,229,1451,0,0
2014,2,24,OFFICE127,IMPO11299,4819100000,CNTRY123,131,1,1,5,0,0
2014,2,24,OFFICE127,IMPO13097,8716398090,CNTRY846,17692,42,306,5,0,0
2014,2,24,OFFICE134,IMPO12535,6204625909,CNTRY454,158,3,3549,13,0,0
2014,2,24,OFFICE168,IMPO18189,8716398090,CNTRY825,27667,269,1,1572,0,0
2014,2,24,OFFICE168,IMPO16523,8703329091,CNTRY846,32960,1203,1,5,0,0
2014,2,24,OFFICE122,IMPO11953,8703319090,CNTRY976,15025,1411,2,12,0,0
2014,2,24,OFFICE109,IMPO17483,7320909000,CNTRY994,3419,22,437,5,0,0
2014,2,24,OFFICE127,IMPO18767,8609009090,CNTRY846,787,246,731,5,0,0
2014,2,24,OFFICE127,IMPO16622,8703329091,CNTRY825,3128,1,2867,5,0,0
2014,2,24,OFFICE127,IMPO15629,4016995709,CNTRY846,21520,298,14,5,0,0
2014,2,24,OFFICE122,IMPO11483,7326199009,CNTRY994,23011,128,253,2794,0,0
2014,2,24,OFFICE296,IMPO18716,8542399090,CNTRY994,24844,21046,290,5,0,0
2014,2,24,OFFICE162,IMPO19013,5807109010,CNTRY846,15723,1,757,5,0,0
2014,2,24,OFFICE168,IMPO18898,8547200000,CNTRY846,11679,1,1005,728,0,0
2014,2,24,OFFICE168,IMPO10885,901120000,CNTRY376,1070,1,1,5,0,0
2014,2,24,OFFICE237,IMPO16351,8538909909,CNTRY994,19359,175,600,5,0,0
2014,2,24,OFFICE111,IMPO15236,6217900002,CNTRY316,37763,12,21,189,0,0
2014,2,24,OFFICE180,IMPO19832,4821101000,CNTRY825,6854,153,1003,472,0,0
2014,2,24,OFFICE237,IMPO19663,5903909100,CNTRY994,356,4,1,426,0,0
2014,2,24,OFFICE168,IMPO18767,8609009090,CNTRY994,271,176,1,487,0,0
2014,2,24,OFFICE127,IMPO16282,6202190098,CNTRY558,565,3,2999,386,704,1
2014,2,24,OFFICE127,IMPO11779,8479908000,CNTRY376,12870,35,29,398,0,0
2014,2,24,OFFICE204,IMPO10603,2711139191,CNTRY409,16,1,1,5,0,0
2014,2,24,OFFICE127,IMPO17115,8609009090,CNTRY846,18200,1269,2059,5,0,0
2014,2,24,OFFICE127,IMPO18472,8544429011,CNTRY825,1072,91,1,15,0,0
2014,2,24,OFFICE185,IMPO13079,2710199928,CNTRY277,50,5863,24696,1429,0,0
2014,2,24,OFFICE100,IMPO17798,8708999794,CNTRY123,640,90,303,469,96,1
2014,2,24,OFFICE127,IMPO11509,5807109010,CNTRY846,25266,5,1087,5,0,0
2014,2,24,OFFICE185,IMPO12485,6309000002,CNTRY785,43,497,80,1866,0,0
2014,2,24,OFFICE134,IMPO11200,6217900009,CNTRY846,4098,872,214,5,0,0
2014,2,24,OFFICE187,IMPO11516,4010360000,CNTRY656,76645,322,789,5,0,0
2014,2,24,OFFICE296,IMPO10973,5806200000,CNTRY976,4310,534,3,5,0,0
2014,2,24,OFFICE187,IMPO18200,4821909000,CNTRY976,2317,3,1,791,0,0
2014,2,24,OFFICE187,IMPO17282,9801000000,CNTRY652,32290,65106,4045,42,0,0
2014,2,24,OFFICE214,IMPO10005,8547200000,CNTRY995,201,145,225,1346,0,0
2014,2,24,OFFICE296,IMPO19253,3926909799,CNTRY123,28904,1,1,5,0,0
2014,2,24,OFFICE134,IMPO10156,8536908591,CNTRY123,244,4135,23,12,0,0
2014,2,24,OFFICE185,IMPO11469,7320208199,CNTRY376,104,16,12,45,0,0
2014,2,25,OFFICE60,IMP142105,1704900000,CNTRY884,82313,66,18,502,0,0
2014,2,25,OFFICE51,IMP317454,8703232926,CNTRY376,4839,1,21075,7176,0,0
2014,2,25,OFFICE24,IMP158220,8441100000,CNTRY264,4241,21,12284,433,0,0
2014,2,25,OFFICE51,IMP863463,8703241128,CNTRY759,2860,1,1883,11316,0,0
2014,2,25,OFFICE51,IMP243487,8517180000,CNTRY759,2845,1,1836,722,0,0
2014,2,25,OFFICE51,IMP358915,8703232926,CNTRY680,11666,128,374539,1170,0,0
2014,2,25,OFFICE51,IMP451441,8703241128,CNTRY376,9057,1,223358,23756,0,0
2014,2,25,OFFICE51,IMP826164,8703232926,CNTRY759,5003,1,833800,7080,0,0
2014,2,25,OFFICE51,IMP302697,8704322000,CNTRY139,636147,21,706,4397,0,0
2014,2,25,OFFICE23,IMP221718,4901999000,CNTRY759,3489,1,121286,46090,0,0
2014,2,25,OFFICE40,IMP445164,8703232926,CNTRY680,3017,1,942819,7144,0,0
2014,2,25,OFFICE51,IMP295401,8502200029,CNTRY138,20059,306,50927,2832,1188,1
2014,2,25,OFFICE51,IMP546339,8702101319,CNTRY215,232611,430,33194,3450,0,0
2014,2,25,OFFICE76,IMP243951,8517180000,CNTRY376,12263,1217,509700,4962,0,0
2014,2,25,OFFICE51,IMP697425,8703332100,CNTRY376,116473,1,278539,482,0,0
2014,2,25,OFFICE51,IMP188186,8703241128,CNTRY376,286583,1,737496,947,0,0
2014,2,25,OFFICE45,IMP871604,8450110000,CNTRY171,1356,1943,1490,711,0,0
2014,2,25,OFFICE51,IMP585253,8703232926,CNTRY376,14706,1,1255375,7847,0,0
2014,2,25,OFFICE96,IMP445164,8703231119,CNTRY759,73944,1,142212,530,0,0
2014,2,25,OFFICE51,IMP824798,8703241128,CNTRY376,10270,1,378665,4044,0,0
2014,2,25,OFFICE51,IMP900492,8517180000,CNTRY759,2791,11,3060,3240,0,0
2014,2,25,OFFICE60,IMP775098,8703231119,CNTRY376,4499,2305,384552,4583,0,0
2014,2,25,OFFICE16,IMP596580,7323100000,CNTRY713,126942,4,205527,479,0,0
2014,2,25,OFFICE51,IMP781588,8703321922,CNTRY376,4547,20970,25482,5767,0,0
2014,2,25,OFFICE51,IMP993091,8703331928,CNTRY759,207288,1,13447,1485,0,0
2014,2,25,OFFICE51,IMP456549,8703331226,CNTRY994,2803,1,352636,552,779,1
2014,2,25,OFFICE92,IMP523550,6904900000,CNTRY995,6562,1,8541,6607,0,0
2014,2,25,OFFICE51,IMP271968,8702101319,CNTRY454,10790,1,42056,6795,0,0
2014,2,25,OFFICE51,IMP993091,8703900000,CNTRY376,7944,1,1719,7100,0,0
2014,2,25,OFFICE59,IMP882563,8414300000,CNTRY748,222063,4080,1009,0,0,0
2014,2,25,OFFICE51,IMP900492,8517180000,CNTRY277,3127,1,1007960,6214,0,0
2014,2,25,OFFICE24,IMP610563,7612100000,CNTRY652,5575,1284,972,0,0,0
2014,2,25,OFFICE84,IMP555305,7320900000,CNTRY881,6842,4303,2328,712,0,0
2014,2,25,OFFICE60,IMP546339,8703232926,CNTRY680,286850,1,1968,807,0,0
2014,2,25,OFFICE34,IMP393792,2204210000,CNTRY994,426662,153,25744,5984,0,0
2014,2,25,OFFICE40,IMP294703,8703232926,CNTRY376,201117,1,329260,3496,0,0
2014,2,25,OFFICE52,IMP236983,1001900000,CNTRY454,66738,20,67305,187,1274,1
2014,2,25,OFFICE45,IMP888279,8450900000,CNTRY407,56757,957,96541,1067,0,0
2014,2,25,OFFICE24,IMP142940,8703332100,CNTRY759,4484,17,273530,4067,0,0
2014,2,25,OFFICE51,IMP648653,8703232926,CNTRY376,198709,1,462903,1378,0,0
2014,2,25,OFFICE92,IMP859992,3004900000,CNTRY323,3996,2583,158823,34608,953,1
2014,2,25,OFFICE59,IMP955120,8703232926,CNTRY884,4949,1,1983,4961,0,0
2014,2,25,OFFICE51,IMP124597,8703232926,CNTRY376,4769,2243,3230,3480,0,0
2014,2,25,OFFICE51,IMP904748,8703222900,CNTRY376,41041,1,242202,3681,0,0
2014,2,25,OFFICE51,IMP826145,8702101319,CNTRY376,8675,33,1070,7700,0,0
2014,2,25,OFFICE40,IMP722083,8517180000,CNTRY376,152685,1,1173,727,0,0
2014,2,25,OFFICE51,IMP294703,8703232926,CNTRY680,3081,1,42223,5460,0,0
2014,2,25,OFFICE51,IMP980531,8703232926,CNTRY759,254941,1,37060,5367,0,0
2014,2,25,OFFICE59,IMP589573,8703232926,CNTRY680,3224,6,4290,6027,0,0
2014,2,25,OFFICE59,IMP392040,8703231119,CNTRY680,2455,270,221606,16940,0,0
2014,2,25,OFFICE51,IMP386453,8703232926,CNTRY376,60275,1,1014064,6061,0,0
2014,2,25,OFFICE60,IMP651562,5609000010,CNTRY819,2589,51,1465,356,1120,1
2014,2,25,OFFICE51,IMP158220,8702101319,CNTRY277,4752,5,34373,4390,0,0
2014,2,25,OFFICE51,IMP300514,8703241128,CNTRY376,2888,1,441004,432,0,0
2014,2,25,OFFICE59,IMP765281,8703232926,CNTRY615,2824,11909,192485,540,0,0
2014,2,25,OFFICE59,IMP592970,8703222900,CNTRY376,2785,8222,32194,2463,0,0
2014,2,25,OFFICE51,IMP902662,8703232926,CNTRY680,3713,1,27443,9393,0,0
2014,2,25,OFFICE59,IMP397091,8703242900,CNTRY376,4105,110,10285,518,0,0
2014,2,25,OFFICE51,IMP525727,8704322000,CNTRY680,112800,416,174,29999,0,0
2014,2,25,OFFICE40,IMP900877,8703231221,CNTRY376,4004,1,73327,398,0,0
2014,2,25,OFFICE24,IMP660556,8428100000,CNTRY562,1127493,1,141513,1,0,0
2014,2,25,OFFICE51,IMP633501,8703232926,CNTRY680,52605,1,878193,6071,0,0
2014,2,25,OFFICE92,IMP188653,8513900000,CNTRY680,42179,2536,20975,1295,0,0
2014,2,25,OFFICE51,IMP965305,8703242900,CNTRY376,119116,148,220362,472,0,0
2014,2,25,OFFICE40,IMP546339,8703241128,CNTRY376,309156,1,744901,4942,0,0
2014,2,25,OFFICE40,IMP585253,8703321922,CNTRY680,4956,1635,857457,14450,0,0
2014,2,25,OFFICE76,IMP450852,8703231119,CNTRY277,5161,1,2058,4535,0,0
2014,2,25,OFFICE51,IMP831109,8702101319,CNTRY759,5077,1,40318,5004,0,0
2014,2,25,OFFICE51,IMP326043,8703232926,CNTRY376,4625,2364,490295,4935,0,0
2014,2,25,OFFICE51,IMP386453,8703232926,CNTRY680,278540,414,42706,5251,0,0
2014,2,25,OFFICE51,IMP237401,8703222900,CNTRY376,701299,5,3411,2620,0,0
2014,2,25,OFFICE40,IMP720986,8702101319,CNTRY454,45761,1,14135,3843,0,0
2014,2,25,OFFICE24,IMP280192,2833110000,CNTRY653,645526,3,231,2709,1202,1
2014,2,25,OFFICE76,IMP352883,8703900000,CNTRY680,4130,1,306960,3273,0,0
2014,2,25,OFFICE59,IMP708459,2836500000,CNTRY654,5907,47,1520,725,0,0
2014,2,25,OFFICE51,IMP397091,8703241128,CNTRY376,4176,7285,31003,3012,0,0
2014,2,25,OFFICE35,IMP413946,8466200000,CNTRY988,3118,2902,20182,3401,775,1
2014,2,25,OFFICE59,IMP998626,3204130000,CNTRY994,50777,3,1680,479,0,0
2014,2,25,OFFICE60,IMP987726,8421230000,CNTRY881,8590,1,129318,8516,0,0
2014,2,25,OFFICE76,IMP327159,8703232926,CNTRY846,9521,140,197300,315,0,0
2014,2,25,OFFICE59,IMP332095,8703231221,CNTRY277,635665,4,310240,540,0,0
2014,2,25,OFFICE51,IMP182858,8418100019,CNTRY615,3917,4,233670,3666,0,0
2014,2,25,OFFICE92,IMP397091,8704322000,CNTRY759,258579,159,1149,592,0,0
2014,2,25,OFFICE76,IMP322908,8703232926,CNTRY759,11035,11778,432975,4758,0,0
2014,2,25,OFFICE40,IMP671861,8703210011,CNTRY759,2684,33,520677,1768,0,0
2014,2,25,OFFICE59,IMP235251,8703231221,CNTRY376,9666,144,2560,2564,0,0
2014,2,25,OFFICE51,IMP715356,8513100000,CNTRY680,153512,1,664939,294,0,0
2014,2,25,OFFICE60,IMP124597,8703332100,CNTRY615,337511,1,679849,5909,0,0
2014,2,25,OFFICE40,IMP152810,8517180000,CNTRY759,53967,1,1100918,6511,0,0
2014,2,25,OFFICE51,IMP163708,8703232225,CNTRY454,442849,576,864,491,0,0
2014,2,25,OFFICE51,IMP934273,8703232926,CNTRY680,265343,1,1188,830,0,0
2014,2,25,OFFICE51,IMP860577,8703232926,CNTRY759,442715,1,1348891,6625,0,0
2014,2,25,OFFICE51,IMP697425,8703222900,CNTRY376,8965,1,1853,2716,0,0
2014,2,25,OFFICE76,IMP481041,8506101912,CNTRY322,2648,63,2304,2914,0,0
2014,2,25,OFFICE51,IMP187612,8703321922,CNTRY376,8708,2454,200568,7532,0,0
2014,2,25,OFFICE51,IMP120631,8703242900,CNTRY376,2859,1,530737,2470,0,0
2014,2,25,OFFICE51,IMP934643,8703232926,CNTRY680,54881,1,879662,4539,0,0
2014,2,25,OFFICE51,IMP178626,8703232926,CNTRY680,106054,1,351941,5251,0,0
2014,2,25,OFFICE59,IMP110489,8703241128,CNTRY759,367955,4,651440,5148,0,0
2014,2,25,OFFICE51,IMP440223,8703232926,CNTRY376,4577,1,334879,585,0,0
2014,2,25,OFFICE51,IMP546339,8703232926,CNTRY376,331325,1,933099,3834,0,0
2014,2,25,OFFICE51,IMP934273,8703232926,CNTRY376,93447,1,235495,3365,0,0
2014,2,25,OFFICE76,IMP831109,8703321922,CNTRY759,3991,1572,32984,761,0,0
2014,2,25,OFFICE51,IMP805968,8702101319,CNTRY376,32321,256,29438,3991,0,0
2014,2,25,OFFICE51,IMP585253,8703900000,CNTRY680,330876,1,1180701,5383,0,0
2014,2,25,OFFICE51,IMP341307,8703241128,CNTRY884,4676,1,3620,4178,0,0
2014,2,25,OFFICE92,IMP951838,8702902099,CNTRY765,876861,1086,1042,468,0,0
2014,2,25,OFFICE59,IMP911330,8704322000,CNTRY277,2750,1,495265,4581,0,0
2014,2,25,OFFICE60,IMP846617,3903200000,CNTRY759,2033,16,25642,72856,0,0
2014,2,25,OFFICE96,IMP986246,3920490044,CNTRY252,41068,4,1551,2605,0,0
2014,2,25,OFFICE51,IMP824798,8703210011,CNTRY277,4113,1,205457,6510,0,0
2014,2,25,OFFICE59,IMP341307,8703231221,CNTRY680,212955,3390,593014,4740,0,0
2014,2,25,OFFICE51,IMP781895,8704322000,CNTRY759,11082,1,298994,554,0,0
2014,2,25,OFFICE76,IMP152015,8517180000,CNTRY884,4875,1,807215,4959,0,0
2014,2,25,OFFICE51,IMP929565,8703242900,CNTRY277,83746,361,161081,6454,0,0
2014,2,25,OFFICE41,IMP673775,2929100000,CNTRY284,36918,1479,22388,227,0,0
2014,2,25,OFFICE40,IMP845208,8703321922,CNTRY680,11239,1,684646,5290,0,0
2014,2,25,OFFICE96,IMP635875,8438300000,CNTRY409,2651,40,2187,25424,0,0
2014,2,25,OFFICE76,IMP300514,8703232926,CNTRY680,11186,1587,30578,560,0,0
2014,2,25,OFFICE52,IMP937589,8704321118,CNTRY748,1802,256,526,486,0,0
2014,2,25,OFFICE92,IMP585253,8703232926,CNTRY680,5358,1,46912,18424,0,0
2014,2,25,OFFICE51,IMP645026,1302130000,CNTRY527,41593,1821,232,2605,0,0
2014,2,25,OFFICE51,IMP546339,8703232926,CNTRY376,4851,7,41087,970,0,0
2014,2,25,OFFICE51,IMP195096,8703241128,CNTRY615,8666,1,35388,488,0,0
2014,2,25,OFFICE40,IMP992026,8703232926,CNTRY759,4994,259,1020942,6650,0,0
2014,2,25,OFFICE60,IMP527840,8703231221,CNTRY454,10548,1,504564,504,0,0
2014,2,25,OFFICE59,IMP539340,3912390000,CNTRY351,3927,3,25528,2807,0,0
2014,2,25,OFFICE40,IMP349927,8473300000,CNTRY884,78429,4,2522,755,0,0
2014,2,25,OFFICE59,IMP960205,8703241128,CNTRY759,13076,1,45382,605,0,0
2014,2,25,OFFICE60,IMP967117,8517180000,CNTRY277,4581,927,318964,8600,0,0
2014,2,25,OFFICE51,IMP140954,8702101319,CNTRY759,197972,1,384808,4226,0,0
2014,2,25,OFFICE60,IMP616173,8703321922,CNTRY759,997386,39,1969,7384,0,0
2014,2,25,OFFICE51,IMP188186,8703231119,CNTRY759,8942,588,1905,430,0,0
2014,2,25,OFFICE51,IMP826164,8703232926,CNTRY680,13940,1,1008415,6706,0,0
2014,2,25,OFFICE94,IMP830465,9018310000,CNTRY364,59912,1,1652,306,0,0
2014,2,25,OFFICE81,IMP598925,3810000000,CNTRY480,8271,2900,2602,18301,0,0
2014,2,25,OFFICE51,IMP960205,8703232926,CNTRY376,1796260,5503,1182150,6977,0,0
2014,2,25,OFFICE41,IMP931042,8703222100,CNTRY680,4146,4,10981,472,0,0
2014,2,25,OFFICE59,IMP243951,8703222900,CNTRY376,302828,1,722436,4755,0,0
2014,2,25,OFFICE51,IMP677211,8703232926,CNTRY376,2718,4,1957,1355,0,0
2014,2,25,OFFICE51,IMP860577,8703232926,CNTRY454,399505,24,37394,5474,0,0
2014,2,25,OFFICE51,IMP346433,8702101319,CNTRY277,103071,1987,150181,627,0,0
2014,2,25,OFFICE51,IMP419507,8703232926,CNTRY680,5396,1,1446635,6599,0,0
2014,2,25,OFFICE51,IMP182858,5804290000,CNTRY680,4040,19,1582,482,0,0
2014,2,25,OFFICE51,IMP576016,8703232926,CNTRY759,4716,1,3910,5364,0,0
2014,2,25,OFFICE92,IMP697425,8703232926,CNTRY759,388433,167,932339,6892,0,0
2014,2,25,OFFICE51,IMP341307,8702101319,CNTRY759,97918,1,540345,3065,0,0
2014,2,25,OFFICE51,IMP446948,8703321922,CNTRY376,4424,1,1583,2374,0,0
2014,2,25,OFFICE51,IMP717735,8703241128,CNTRY759,8663,4,234790,3284,0,0
2014,2,25,OFFICE51,IMP326043,8703241128,CNTRY759,4945,1,866862,6119,0,0
2014,2,25,OFFICE76,IMP355877,8703222900,CNTRY680,2198,1,1699,3235,0,0
2014,2,25,OFFICE51,IMP386453,8703210011,CNTRY376,98306,5,211031,2075,0,0
2014,2,25,OFFICE59,IMP697425,8703241128,CNTRY376,24593,4668,592935,12763,0,0
2014,2,25,OFFICE51,IMP633501,8703232926,CNTRY680,2993,2728,728671,590,0,0
2014,2,25,OFFICE51,IMP271968,8703232926,CNTRY759,4755,1,1842,5838,0,0
2014,2,25,OFFICE51,IMP805968,8703232926,CNTRY277,2336,1,11250,806,0,0
2014,2,25,OFFICE16,IMP476429,4407250000,CNTRY284,2885,29,145208,2276,0,0
2014,2,25,OFFICE40,IMP826164,8703232926,CNTRY759,55137,1,1009110,6687,0,0
2014,2,25,OFFICE23,IMP267369,5603140000,CNTRY830,23443,325,335,28231,0,0
2014,2,25,OFFICE59,IMP978293,5204200000,CNTRY866,30943,153,2435,14430,0,0
